8,5.15E-05
10,0.000155584
12,0.000403104
14,0.00093024
16,0.001961256
18,0.0038456
20,0.00710424
22,0.01248624
24,0.0210366
26,0.034176384
28,0.05379616
30,0.082363776
32,0.123047496
34,0.17985552
36,0.257792912
38,0.36303696
40,0.503131992
42,0.687204672
44,0.9262008
46,1.23314464
48,1.6234218
50,2.115086688
56,4.426165368
