8,0.04
10,0.13
12,0.36
14,0.9
16,2.09
18,4.36
20,8.76
22,16.63
24,30.4
26,53.03
28,87.37
30,141.82
32,231.39
34,344.71
36,410.66
38,746.22
40,1064.36
42,1382.04
44,2394.24
46,3120.23
48,4177.04
50,5689.84
56,14094.19
